locus_tag	ftype	length_bp	gene	EC_number	COG	product
BHOONDMH_03150	CDS	1338	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
BHOONDMH_03151	CDS	2277	spoIIIE		COG1674	DNA translocase SpoIIIE
BHOONDMH_03152	CDS	696	tepA		COG0740	Translocation-enhancing protein TepA
BHOONDMH_03153	CDS	1206	lysC_2	2.7.2.4		Aspartokinase
BHOONDMH_03154	CDS	273				hypothetical protein
BHOONDMH_03155	CDS	1302		3.4.24.-	COG0612	putative zinc protease
BHOONDMH_03156	CDS	2109	pnp_1	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
BHOONDMH_03157	CDS	264	rpsO		COG0184	30S ribosomal protein S15
BHOONDMH_03158	CDS	921	ribF		COG0196	Bifunctional riboflavin kinase/FMN adenylyltransferase
BHOONDMH_03159	CDS	870	truB	5.4.99.25	COG0130	tRNA pseudouridine synthase B
BHOONDMH_03160	CDS	963	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
BHOONDMH_03161	CDS	363	rbfA			Ribosome-binding factor A
BHOONDMH_03162	CDS	2067	infB			Translation initiation factor IF-2
BHOONDMH_03163	CDS	318				hypothetical protein
BHOONDMH_03164	CDS	273				hypothetical protein
BHOONDMH_03165	CDS	1365	nusA			Transcription termination/antitermination protein NusA
BHOONDMH_03166	CDS	462	rimP		COG0779	Ribosome maturation factor RimP
BHOONDMH_03167	CDS	4299	polC	2.7.7.7	COG2176	DNA polymerase III PolC-type
BHOONDMH_03168	CDS	1050	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
BHOONDMH_03169	CDS	1011				hypothetical protein
BHOONDMH_03170	CDS	1158	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
BHOONDMH_03171	CDS	981				Sodium-lithium/proton antiporter
BHOONDMH_03172	CDS	798				hypothetical protein
BHOONDMH_03173	CDS	759	uppS	2.5.1.-	COG0020	Isoprenyl transferase
BHOONDMH_03174	CDS	555	frr		COG0233	Ribosome-recycling factor
BHOONDMH_03175	CDS	717	pyrH	2.7.4.22		Uridylate kinase
BHOONDMH_03176	CDS	924	tsf		COG0264	Elongation factor Ts
BHOONDMH_03177	CDS	702	rpsB			30S ribosomal protein S2
BHOONDMH_03178	CDS	777	codY		COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
BHOONDMH_03179	CDS	2103	topA	5.6.2.1		DNA topoisomerase 1
BHOONDMH_03180	CDS	1086				hypothetical protein
BHOONDMH_03181	CDS	1524	comM		COG0606	Competence protein ComM
BHOONDMH_03182	CDS	372				hypothetical protein
BHOONDMH_03183	CDS	810	rnhB	3.1.26.4	COG0164	Ribonuclease HII
BHOONDMH_03184	CDS	900	rbgA		COG1161	Ribosome biogenesis GTPase A
BHOONDMH_03185	CDS	525	sipS	3.4.21.89	COG0681	Signal peptidase I S
BHOONDMH_03186	CDS	345	rplS		COG0335	50S ribosomal protein L19
BHOONDMH_03187	CDS	723	trmD	2.1.1.228		tRNA (guanine-N(1)-)-methyltransferase
BHOONDMH_03188	CDS	495	rimM			Ribosome maturation factor RimM
BHOONDMH_03189	CDS	228				hypothetical protein
BHOONDMH_03190	CDS	249	rpsP		COG0228	30S ribosomal protein S16
BHOONDMH_03191	CDS	1350	ffh		COG0541	Signal recognition particle protein
BHOONDMH_03192	CDS	321				hypothetical protein
BHOONDMH_03193	CDS	912	ftsY		COG0552	Signal recognition particle receptor FtsY
BHOONDMH_03194	CDS	3582	smc_3		COG1196	Chromosome partition protein Smc
BHOONDMH_03195	CDS	99				hypothetical protein
BHOONDMH_03196	CDS	1092				hypothetical protein
BHOONDMH_03197	CDS	705	rnc	3.1.26.3	COG0571	Ribonuclease 3
BHOONDMH_03198	CDS	234	acpP_1		COG0236	Acyl carrier protein
BHOONDMH_03199	CDS	1008	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
BHOONDMH_03200	CDS	183	rpmF		COG0333	50S ribosomal protein L32
BHOONDMH_03201	CDS	501				hypothetical protein
BHOONDMH_03202	CDS	1194	ackA	2.7.2.1	COG0282	Acetate kinase
BHOONDMH_03203	CDS	999	pta_2	2.3.1.8	COG0280	Phosphate acetyltransferase
BHOONDMH_03204	CDS	879				hypothetical protein
BHOONDMH_03205	CDS	246	prdB_3	1.21.4.1		D-proline reductase subunit gamma
BHOONDMH_03206	CDS	447	prdB_4	1.21.4.1		D-proline reductase subunit gamma
BHOONDMH_03207	CDS	276				hypothetical protein
BHOONDMH_03208	CDS	2115	prdA_5	1.21.4.1		D-proline reductase proprotein PrdA
BHOONDMH_03209	CDS	1119	rsxC_3	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
BHOONDMH_03210	CDS	897				hypothetical protein
BHOONDMH_03211	CDS	2019	mcpB_6		COG0840	Methyl-accepting chemotaxis protein McpB
BHOONDMH_03212	CDS	390				hypothetical protein
BHOONDMH_03213	rRNA	112				5S ribosomal RNA
BHOONDMH_03214	tRNA	75				tRNA-Asn(gtt)
BHOONDMH_03215	CDS	864	comEC_1		COG0658	ComE operon protein 3
BHOONDMH_03216	CDS	726				hypothetical protein
BHOONDMH_03217	CDS	1359		2.3.3.3	COG0119	Citrate (Re)-synthase
BHOONDMH_03218	CDS	1926	leuC	4.2.1.33		3-isopropylmalate dehydratase large subunit
BHOONDMH_03219	CDS	999	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
BHOONDMH_03220	CDS	783	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
BHOONDMH_03221	CDS	1770				hypothetical protein
BHOONDMH_03222	CDS	216				hypothetical protein
BHOONDMH_03223	CDS	384	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
BHOONDMH_03224	CDS	846	panC	6.3.2.1	COG0414	Pantothenate synthetase
BHOONDMH_03225	CDS	828	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
BHOONDMH_03226	CDS	3444	addB	3.1.-.-	COG3857	ATP-dependent helicase/deoxyribonuclease subunit B
BHOONDMH_03227	CDS	519				hypothetical protein
BHOONDMH_03228	CDS	651				hypothetical protein
BHOONDMH_03229	CDS	687				hypothetical protein
BHOONDMH_03230	CDS	276				hypothetical protein
BHOONDMH_03231	CDS	225				hypothetical protein
BHOONDMH_03232	CDS	807				hypothetical protein
BHOONDMH_03233	CDS	3840	addA	3.1.-.-	COG1074	ATP-dependent helicase/nuclease subunit A
BHOONDMH_03234	CDS	1692				hypothetical protein
BHOONDMH_03235	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
BHOONDMH_03236	CDS	933				hypothetical protein
BHOONDMH_03237	CDS	717				hypothetical protein
BHOONDMH_03238	CDS	459				hypothetical protein
BHOONDMH_03239	CDS	399				hypothetical protein
BHOONDMH_03240	CDS	222				hypothetical protein
BHOONDMH_03241	CDS	642	artQ_2		COG0765	Arginine transport system permease protein ArtQ
BHOONDMH_03242	CDS	804	fliY_3		COG0834	L-cystine-binding protein FliY
BHOONDMH_03243	CDS	729	COQ5_6	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
BHOONDMH_03244	CDS	1212	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
BHOONDMH_03245	CDS	618	thiE_2	2.5.1.3		Thiamine-phosphate synthase
BHOONDMH_03246	CDS	792	thiM_1	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
BHOONDMH_03247	CDS	801	thiD_2	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
BHOONDMH_03248	CDS	558				hypothetical protein
BHOONDMH_03249	CDS	903	ddl	6.3.2.4	COG1181	D-alanine--D-alanine ligase
BHOONDMH_03250	CDS	1143	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
BHOONDMH_03251	CDS	873	livH		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BHOONDMH_03252	CDS	942				hypothetical protein
BHOONDMH_03253	CDS	738	lptB_1	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BHOONDMH_03254	CDS	702	livF		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BHOONDMH_03255	CDS	777				hypothetical protein
BHOONDMH_03256	CDS	759	yjjP_2		COG2966	Inner membrane protein YjjP
BHOONDMH_03257	CDS	441				hypothetical protein
BHOONDMH_03258	CDS	1452	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
BHOONDMH_03259	CDS	570	lemA		COG1704	Protein LemA
BHOONDMH_03260	CDS	837				hypothetical protein
BHOONDMH_03261	CDS	867				hypothetical protein
BHOONDMH_03262	CDS	894				hypothetical protein
BHOONDMH_03263	CDS	474				hypothetical protein
BHOONDMH_03264	CDS	525				hypothetical protein
BHOONDMH_03265	CDS	591	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
BHOONDMH_03266	CDS	240				hypothetical protein
BHOONDMH_03267	CDS	462				hypothetical protein
BHOONDMH_03268	CDS	1230	sbcD		COG0420	Nuclease SbcCD subunit D
BHOONDMH_03269	CDS	3531	smc_4			Chromosome partition protein Smc
BHOONDMH_03270	CDS	549				hypothetical protein
BHOONDMH_03271	CDS	852				hypothetical protein
BHOONDMH_03272	CDS	162				hypothetical protein
BHOONDMH_03273	CDS	366	ziaR			Transcriptional repressor SmtB 
BHOONDMH_03274	CDS	2235	cadA_2	3.6.3.3	COG2217	Cadmium, zinc and cobalt-transporting ATPase
BHOONDMH_03275	tRNA	75				tRNA-Glu(ctc)
BHOONDMH_03276	CDS	966				hypothetical protein
BHOONDMH_03277	CDS	180				hypothetical protein
BHOONDMH_03278	CDS	1377				hypothetical protein
BHOONDMH_03279	CDS	1005				hypothetical protein
BHOONDMH_03280	CDS	1017				hypothetical protein
BHOONDMH_03281	CDS	174				hypothetical protein
BHOONDMH_03282	CDS	957				hypothetical protein
BHOONDMH_03283	CDS	1083				hypothetical protein
BHOONDMH_03284	CDS	1359				hypothetical protein
BHOONDMH_03285	CDS	639				hypothetical protein
BHOONDMH_03286	CDS	729				hypothetical protein
BHOONDMH_03287	CDS	933	lnrL_5	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BHOONDMH_03288	CDS	1125	lnrM		COG0842	Linearmycin resistance permease protein LnrM
BHOONDMH_03289	CDS	1143	lnrN_1		COG0842	Linearmycin resistance permease protein LnrN
BHOONDMH_03290	CDS	660				hypothetical protein
BHOONDMH_03291	CDS	1092				hypothetical protein
BHOONDMH_03292	CDS	633	lnrK_2		COG2197	Transcriptional regulatory protein LnrK
BHOONDMH_03293	CDS	936	lnrL_6	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
BHOONDMH_03294	CDS	1128				hypothetical protein
BHOONDMH_03295	CDS	1149	lnrN_2		COG0842	Linearmycin resistance permease protein LnrN
BHOONDMH_03296	CDS	471				hypothetical protein
BHOONDMH_03297	CDS	1290			COG1055	putative transporter
BHOONDMH_03298	CDS	1317				hypothetical protein
BHOONDMH_03299	CDS	654	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
BHOONDMH_03300	CDS	264				hypothetical protein
BHOONDMH_03301	CDS	495	tpx	1.11.1.15	COG2077	Thiol peroxidase
BHOONDMH_03302	CDS	744	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BHOONDMH_03303	CDS	951	rssB_2			Regulator of RpoS
BHOONDMH_03304	CDS	2259				hypothetical protein
BHOONDMH_03305	CDS	945		3.1.1.23	COG2267	Monoacylglycerol lipase
BHOONDMH_03306	CDS	1248	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
BHOONDMH_03307	CDS	585		3.1.4.-	COG2206	Cyclic di-GMP phosphodiesterase
BHOONDMH_03308	CDS	2031	mcp1		COG0840	Methyl-accepting chemotaxis protein 1
BHOONDMH_03309	CDS	795	rssB_3			Regulator of RpoS
BHOONDMH_03310	CDS	1278	serS_1	6.1.1.11	COG0172	Serine--tRNA ligase
BHOONDMH_03311	CDS	2355	dinG_3	3.1.-.-		3'-5' exonuclease DinG
BHOONDMH_03312	CDS	1356	mepA_13			Multidrug export protein MepA
BHOONDMH_03313	CDS	192				hypothetical protein
BHOONDMH_03314	CDS	621				hypothetical protein
BHOONDMH_03315	CDS	954	ceo	1.5.1.24		N(5)-(carboxyethyl)ornithine synthase
BHOONDMH_03316	CDS	2007	fbp	3.1.3.11	COG3855	Fructose-1,6-bisphosphatase class 3
BHOONDMH_03317	CDS	363				hypothetical protein
BHOONDMH_03318	CDS	414			COG2703	Bacteriohemerythrin
BHOONDMH_03319	CDS	696				hypothetical protein
BHOONDMH_03320	CDS	330				hypothetical protein
BHOONDMH_03321	CDS	423				hypothetical protein
BHOONDMH_03322	CDS	666	sodB	1.15.1.1		Superoxide dismutase [Fe]
BHOONDMH_03323	CDS	840				hypothetical protein
BHOONDMH_03324	CDS	300				hypothetical protein
BHOONDMH_03325	CDS	465	asnC		COG1522	Regulatory protein AsnC
BHOONDMH_03326	CDS	375				hypothetical protein
BHOONDMH_03327	CDS	1374	adiC_1		COG0531	Arginine/agmatine antiporter
BHOONDMH_03328	CDS	1350	adiC_2		COG0531	Arginine/agmatine antiporter
BHOONDMH_03329	CDS	510	yrdA		COG0663	Protein YrdA
BHOONDMH_03330	CDS	873	comEC_2		COG0658	ComE operon protein 3
BHOONDMH_03331	CDS	2619		7.2.2.10		Calcium-transporting ATPase 1
BHOONDMH_03332	CDS	537	srpC_1		COG2059	putative chromate transport protein
BHOONDMH_03333	CDS	537	srpC_2		COG2059	putative chromate transport protein
BHOONDMH_03334	CDS	591				hypothetical protein
BHOONDMH_03335	CDS	426				hypothetical protein
BHOONDMH_03336	CDS	1917	nadE	6.3.5.1	COG0171	Glutamine-dependent NAD(+) synthetase
BHOONDMH_03337	CDS	441				hypothetical protein
BHOONDMH_03338	CDS	939	qmcA		COG0330	Protein QmcA
BHOONDMH_03339	CDS	810				hypothetical protein
BHOONDMH_03340	CDS	249				hypothetical protein
BHOONDMH_03341	CDS	933	apbE_2	2.7.1.180	COG1477	FAD:protein FMN transferase
BHOONDMH_03342	CDS	237				hypothetical protein
BHOONDMH_03343	CDS	453	def_3	3.5.1.88		Peptide deformylase
BHOONDMH_03344	CDS	450				hypothetical protein
BHOONDMH_03345	CDS	213				hypothetical protein
BHOONDMH_03346	CDS	909				hypothetical protein
BHOONDMH_03347	CDS	510				hypothetical protein
BHOONDMH_03348	CDS	1644	cstA		COG1966	Peptide transporter CstA
BHOONDMH_03349	CDS	690				hypothetical protein
BHOONDMH_03350	CDS	1992	mcpB_7		COG0840	Methyl-accepting chemotaxis protein McpB
BHOONDMH_03351	CDS	1659	expZ		COG0488	Nucleotide-binding protein ExpZ
BHOONDMH_03352	CDS	402	mscL		COG1970	Large-conductance mechanosensitive channel
BHOONDMH_03353	CDS	684				hypothetical protein
BHOONDMH_03354	CDS	1323	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
BHOONDMH_03355	CDS	585		2.3.1.-		Putative acetyltransferase
BHOONDMH_03356	CDS	138				hypothetical protein
BHOONDMH_03357	CDS	627	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
BHOONDMH_03358	CDS	546				hypothetical protein
BHOONDMH_03359	CDS	429				hypothetical protein
BHOONDMH_03360	CDS	702				hypothetical protein
BHOONDMH_03361	CDS	522				hypothetical protein
BHOONDMH_03362	CDS	297				hypothetical protein
BHOONDMH_03363	CDS	534				hypothetical protein
BHOONDMH_03364	CDS	444				hypothetical protein
BHOONDMH_03365	CDS	1080	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
BHOONDMH_03366	CDS	648	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
BHOONDMH_03367	CDS	456				hypothetical protein
BHOONDMH_03368	CDS	582	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
BHOONDMH_03369	CDS	432				hypothetical protein
BHOONDMH_03370	CDS	552				hypothetical protein
BHOONDMH_03371	CDS	192				hypothetical protein
BHOONDMH_03372	CDS	462				hypothetical protein
BHOONDMH_03373	CDS	345				hypothetical protein
BHOONDMH_03374	CDS	717	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
BHOONDMH_03375	CDS	759	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
BHOONDMH_03376	CDS	1275	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
BHOONDMH_03377	CDS	732	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
BHOONDMH_03378	CDS	768	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
BHOONDMH_03379	CDS	489				hypothetical protein
BHOONDMH_03380	CDS	783	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
BHOONDMH_03381	CDS	840	pduX	2.7.1.177	COG4542	L-threonine kinase
BHOONDMH_03382	CDS	522	btuR	2.5.1.17	COG2109	Corrinoid adenosyltransferase
BHOONDMH_03383	CDS	690	crp_3		COG0664	CRP-like cAMP-activated global transcriptional regulator
BHOONDMH_03384	CDS	765	nirC		COG2116	Nitrite transporter NirC
BHOONDMH_03385	CDS	1029	asrA		COG1145	Anaerobic sulfite reductase subunit A
BHOONDMH_03386	CDS	798	asrB		COG0543	Anaerobic sulfite reductase subunit B
BHOONDMH_03387	CDS	966	asrC_2	1.8.1.-	COG2221	Anaerobic sulfite reductase subunit C
BHOONDMH_03388	CDS	669	lolD_4	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
BHOONDMH_03389	CDS	2331				hypothetical protein
BHOONDMH_03390	CDS	687	srrA_6		COG0745	Transcriptional regulatory protein SrrA
BHOONDMH_03391	CDS	1356	sasA_20	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_03392	CDS	1023				hypothetical protein
BHOONDMH_03393	CDS	348				hypothetical protein
BHOONDMH_03394	CDS	753				hypothetical protein
BHOONDMH_03395	CDS	1029				hypothetical protein
BHOONDMH_03396	CDS	1026	btuF_3			Vitamin B12-binding protein
BHOONDMH_03397	CDS	1020				hypothetical protein
BHOONDMH_03398	CDS	888	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BHOONDMH_03399	CDS	777				hypothetical protein
BHOONDMH_03400	CDS	723	walR_11		COG0745	Transcriptional regulatory protein WalR
BHOONDMH_03401	CDS	1422	sasA_21	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_03402	CDS	771	fecE_2		COG1120	Fe(3+) dicitrate transport ATP-binding protein FecE
BHOONDMH_03403	CDS	1068	hmuU_2		COG0609	Hemin transport system permease protein HmuU
BHOONDMH_03404	CDS	1023	btuF_4			Vitamin B12-binding protein
BHOONDMH_03405	CDS	1761				hypothetical protein
BHOONDMH_03406	CDS	1131	dhaD_2	1.1.1.6		Glycerol dehydrogenase
BHOONDMH_03407	CDS	1038	rhaR_16			HTH-type transcriptional activator RhaR
BHOONDMH_03408	CDS	528				hypothetical protein
BHOONDMH_03409	CDS	159				hypothetical protein
BHOONDMH_03410	CDS	510	yafP	2.3.1.-	COG0454	putative N-acetyltransferase YafP
BHOONDMH_03411	CDS	444	yvbK	2.3.1.-		putative N-acetyltransferase YvbK
BHOONDMH_03412	CDS	594				hypothetical protein
BHOONDMH_03413	CDS	444				hypothetical protein
BHOONDMH_03414	CDS	843	yvgN	1.1.1.-	COG0656	Glyoxal reductase
BHOONDMH_03415	CDS	333				hypothetical protein
BHOONDMH_03416	CDS	855				hypothetical protein
BHOONDMH_03417	CDS	318				hypothetical protein
BHOONDMH_03418	CDS	615				hypothetical protein
BHOONDMH_03419	CDS	183				hypothetical protein
BHOONDMH_03420	CDS	540				hypothetical protein
BHOONDMH_03421	CDS	492				hypothetical protein
BHOONDMH_03422	CDS	1008	add	3.5.4.4	COG1816	Adenosine deaminase
BHOONDMH_03423	CDS	2169				hypothetical protein
BHOONDMH_03424	CDS	2160				hypothetical protein
BHOONDMH_03425	CDS	303				hypothetical protein
BHOONDMH_03426	CDS	444				hypothetical protein
BHOONDMH_03427	CDS	2130	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
BHOONDMH_03428	CDS	432	rbr3B	1.11.1.1	COG1592	Reverse rubrerythrin-2
BHOONDMH_03429	CDS	1791				hypothetical protein
BHOONDMH_03430	CDS	816	ydjP	3.-.-.-	COG0596	AB hydrolase superfamily protein YdjP
BHOONDMH_03431	CDS	546	yfcE	3.1.4.-	COG0622	Phosphodiesterase YfcE
BHOONDMH_03432	CDS	384	cqsS	2.7.13.3		CAI-1 autoinducer sensor kinase/phosphatase CqsS
BHOONDMH_03433	CDS	2475				hypothetical protein
BHOONDMH_03434	CDS	216				hypothetical protein
BHOONDMH_03435	CDS	819				hypothetical protein
BHOONDMH_03436	CDS	606				hypothetical protein
BHOONDMH_03437	CDS	1674	ftsH_2	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
BHOONDMH_03438	CDS	771				hypothetical protein
BHOONDMH_03439	CDS	1524	glcA		COG1620	Glycolate permease GlcA
BHOONDMH_03440	CDS	1275	larA_3	5.1.2.1	COG3875	Lactate racemase
BHOONDMH_03441	CDS	789	carD_3	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
BHOONDMH_03442	CDS	1203	carE_3	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
BHOONDMH_03443	CDS	1398		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
BHOONDMH_03444	CDS	717	natR		COG3279	Transcriptional regulatory protein NatR
BHOONDMH_03445	CDS	1284				hypothetical protein
BHOONDMH_03446	CDS	129				hypothetical protein
BHOONDMH_03447	CDS	585	agrB_3	3.4.-.-		Accessory gene regulator protein B
BHOONDMH_03448	CDS	909				hypothetical protein
BHOONDMH_03449	CDS	462				hypothetical protein
BHOONDMH_03450	CDS	546				hypothetical protein
BHOONDMH_03451	CDS	1185	aspC	2.6.1.1	COG0436	Aspartate aminotransferase
BHOONDMH_03452	CDS	579				hypothetical protein
BHOONDMH_03453	CDS	525				hypothetical protein
BHOONDMH_03454	CDS	822	bmrR		COG0789	Multidrug-efflux transporter 1 regulator
BHOONDMH_03455	CDS	699				hypothetical protein
BHOONDMH_03456	CDS	1290	aspS2	6.1.1.23	COG0017	Aspartate--tRNA(Asp/Asn) ligase
BHOONDMH_03457	CDS	558				hypothetical protein
BHOONDMH_03458	CDS	564				hypothetical protein
BHOONDMH_03459	CDS	615				hypothetical protein
BHOONDMH_03460	CDS	480				hypothetical protein
BHOONDMH_03461	CDS	690	yjjG	3.1.3.5	COG1011	Pyrimidine 5'-nucleotidase YjjG
BHOONDMH_03462	CDS	690				hypothetical protein
BHOONDMH_03463	CDS	189				hypothetical protein
BHOONDMH_03464	CDS	585				hypothetical protein
BHOONDMH_03465	CDS	885	gltR		COG0583	HTH-type transcriptional regulator GltR
BHOONDMH_03466	CDS	210				hypothetical protein
BHOONDMH_03467	CDS	222				hypothetical protein
BHOONDMH_03468	CDS	2157	feoB_4		COG0370	Fe(2+) transporter FeoB
BHOONDMH_03469	CDS	147				hypothetical protein
BHOONDMH_03470	CDS	123				hypothetical protein
BHOONDMH_03471	CDS	438				hypothetical protein
BHOONDMH_03472	CDS	777	yodJ	3.4.-.-	COG1876	Putative carboxypeptidase YodJ
BHOONDMH_03473	CDS	228	tlp			Small, acid-soluble spore protein Tlp
BHOONDMH_03474	CDS	687	regX3_2		COG0745	Sensory transduction protein regX3
BHOONDMH_03475	CDS	1365	sasA_22	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_03476	CDS	135				hypothetical protein
BHOONDMH_03477	CDS	1260	cypC	1.11.2.4	COG2124	Fatty-acid peroxygenase
BHOONDMH_03478	CDS	1806				hypothetical protein
BHOONDMH_03479	CDS	309				hypothetical protein
BHOONDMH_03480	CDS	237				hypothetical protein
BHOONDMH_03481	CDS	702	walR_12		COG0745	Transcriptional regulatory protein WalR
BHOONDMH_03482	CDS	1407	sasA_23	2.7.-.-		Adaptive-response sensory-kinase SasA
BHOONDMH_03483	CDS	759	rhaS_4			HTH-type transcriptional activator RhaS
BHOONDMH_03484	CDS	954	yclN		COG4606	Petrobactin import system permease protein YclN
BHOONDMH_03485	CDS	951	yclO		COG4605	Petrobactin import system permease protein YclO
BHOONDMH_03486	CDS	756	yclP	7.2.2.-	COG4604	Petrobactin import ATP-binding protein YclP
BHOONDMH_03487	CDS	945	yclQ		COG4607	Petrobactin-binding protein YclQ
BHOONDMH_03488	CDS	1008	rhaR_17			HTH-type transcriptional activator RhaR
BHOONDMH_03489	CDS	1809		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_03490	CDS	1722		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
BHOONDMH_03491	CDS	1374				hypothetical protein
BHOONDMH_03492	CDS	708	ypdB_4		COG3279	Transcriptional regulatory protein YpdB
BHOONDMH_03493	CDS	891				hypothetical protein
BHOONDMH_03494	CDS	507				hypothetical protein
BHOONDMH_03495	CDS	327				hypothetical protein
BHOONDMH_03496	CDS	873				hypothetical protein
BHOONDMH_03497	CDS	447				hypothetical protein
BHOONDMH_03498	CDS	1794				hypothetical protein
BHOONDMH_03499	CDS	543				hypothetical protein
BHOONDMH_03500	CDS	603	zapA			Cell division protein ZapA
BHOONDMH_03501	CDS	2382	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
BHOONDMH_03502	CDS	1020	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
BHOONDMH_03503	CDS	780		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
BHOONDMH_03504	CDS	663	ktrA		COG0569	Ktr system potassium uptake protein A
BHOONDMH_03505	CDS	1344	ktrB		COG0168	Ktr system potassium uptake protein B
BHOONDMH_03506	CDS	360	rplT		COG0292	50S ribosomal protein L20
BHOONDMH_03507	CDS	198	rpmI			50S ribosomal protein L35
BHOONDMH_03508	CDS	495	infC			Translation initiation factor IF-3
BHOONDMH_03509	CDS	1908	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2
BHOONDMH_03510	CDS	900				hypothetical protein
BHOONDMH_03511	CDS	708				hypothetical protein
BHOONDMH_03512	CDS	1572				hypothetical protein
BHOONDMH_03513	CDS	696	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
BHOONDMH_03514	tRNA	74				tRNA-Cys(gca)
BHOONDMH_03515	tRNA	75				tRNA-Gly(gcc)
BHOONDMH_03516	tRNA	76				tRNA-Phe(gaa)
BHOONDMH_03517	tRNA	77				tRNA-Asp(gtc)
BHOONDMH_03518	tRNA	76				tRNA-Val(tac)
BHOONDMH_03519	CDS	891	hslO		COG1281	33 kDa chaperonin
BHOONDMH_03520	CDS	741	tylM1	2.1.1.235		dTDP-3-amino-3,6-dideoxy-alpha-D-glucopyranose N,N-dimethyltransferase
BHOONDMH_03521	CDS	273				hypothetical protein
BHOONDMH_03522	CDS	960	oppF_2		COG4608	Oligopeptide transport ATP-binding protein OppF
BHOONDMH_03523	CDS	1023	oppD		COG0444	Oligopeptide transport ATP-binding protein OppD
BHOONDMH_03524	CDS	918	dppC_2		COG1173	Dipeptide transport system permease protein DppC
